SeriousDlqin2yrs	RevolvingUtilizationOfUnsecuredLines	age	NumberOfTime30-59DaysPastDueNotWorse	DebtRatio	MonthlyIncome	NumberOfOpenCreditLinesAndLoans	NumberOfTimes90DaysLate	NumberRealEstateLoansOrLines	NumberOfTime60-89DaysPastDueNotWorse	NumberOfDependents
0	0.0	56	0	0.258535379	8083.0	11	0	1	0	0.0
0	0.9999999	29	0	0.09002148	5120.0	4	5	0	0	0.0
0	0.789736754	54	0	0.089382124	5000.0	5	0	0	0	3.0
0	0.074972798	46	0	0.038938438	4596.0	6	0	0	0	0.0
1	1.003097719	33	0	1.179487179	2300.0	17	0	2	0	1.0
0	0.0	58	0	0.384445866	14066.0	22	0	2	0	0.0
0	0.998583569	66	0	0.022805716	31000.0	3	0	0	0	0.0
0	0.262810378	66	0	0.244317046	15000.0	19	0	2	0	0.0
0	0.074697043	35	0	0.556218207	5700.0	24	0	2	0	2.0
0	0.020847383	41	0	0.542883973	9583.0	7	0	1	0	2.0
0	0.109875938	59	0	0.641262082	9000.0	17	0	2	0	0.0
0	0.175203042	46	0	0.034785334	3190.0	4	0	0	0	2.0
0	0.0	64	0	0.0	2704.0	4	0	0	0	0.0
0	0.755618159	67	0	0.426760245	8833.0	5	0	2	0	0.0
0	0.116640747	44	0	0.140383956	5833.0	5	0	1	1	1.0
0	0.508652737	34	0	0.095050619	5333.0	9	0	0	0	1.0
0	0.628195891	65	0	0.474842767	4451.0	8	0	1	0	0.0
0	0.502123542	50	0	0.406088902	10280.0	11	0	1	0	0.0
0	0.64604166	57	0	0.414542356	14082.0	11	0	2	0	3.0
0	0.835620845	53	0	0.349178404	6815.0	18	0	1	0	0.0
0	0.104853361	82	0	0.241758242	1000.0	14	0	0	0	0.0
0	0.295453549	59	0	0.222184685	8879.0	8	0	0	0	1.0
0	0.020349985	73	0	0.651565825	3288.0	7	0	0	0	1.0
0	0.38350946	49	0	0.27424803	6216.0	11	0	1	0	3.0
0	0.45439527	45	1	2.387225549	500.0	9	1	1	0	1.0
0	0.043466866	45	1	1.353028065	2030.0	11	0	3	0	2.0
0	0.124904105	39	0	0.172877659	5500.0	17	0	0	0	0.0
0	0.064762624	66	0	0.401564537	3834.0	7	0	0	0	0.0
0	0.148960065	34	0	0.183128671	3745.0	8	0	0	0	0.0
0	0.013023054	92	1	0.049497525	6666.0	7	0	0	0	0.0
0	0.002705853	66	0	0.620951967	4600.0	14	0	2	0	0.0
0	0.091212088	55	0	0.277111268	4250.0	8	0	2	0	2.0
0	0.000375569	55	0	0.246852185	9450.0	12	0	1	0	0.0
0	0.097272218	49	0	0.057194124	8916.0	3	0	0	0	1.0
0	0.9999999	35	0	0.495476088	2320.0	4	0	1	0	1.0
0	0.062850914	53	0	0.663729809	4085.0	11	0	2	0	0.0
0	0.0	49	0	0.103621291	4583.0	14	0	1	0	0.0
0	0.140925414	65	0	0.329855314	7187.0	15	0	2	0	1.0
0	0.973810355	42	0	0.314965765	9200.0	8	1	1	0	3.0
0	0.091408666	45	0	0.166023166	3366.0	8	0	1	0	2.0
0	0.009605653	65	0	0.271490507	6688.0	5	0	1	0	0.0
0	0.050959416	41	0	0.236689142	4300.0	16	0	1	0	2.0
1	0.825182383	37	0	0.140209659	5341.0	6	0	0	0	1.0
0	0.075968812	52	0	0.258514738	9600.0	6	0	1	0	1.0
0	0.265521316	48	0	0.235897009	12000.0	7	0	1	0	3.0
0	0.731453709	49	0	0.028540849	8408.0	5	0	0	0	0.0
0	0.048664605	54	0	0.549017548	9516.0	15	0	3	0	0.0
0	0.79070155	47	0	1.085971343	3000.0	8	0	1	0	0.0
0	0.920358879	46	0	0.546013694	8616.0	16	0	2	0	2.0
0	0.121838396	43	0	0.537292541	5000.0	10	0	1	0	2.0
0	0.075535252	43	0	0.197537582	14700.0	10	0	3	0	2.0
0	0.0	37	0	229.5	1.0	4	0	1	0	4.0
0	0.008992855	75	0	0.004893964	1838.0	5	0	0	0	0.0
0	0.625861348	65	0	0.75671172	5400.0	19	0	1	0	0.0
0	0.482163145	48	0	0.719392752	4083.0	8	0	3	0	1.0
0	0.070411139	41	0	0.401649588	4000.0	9	0	2	0	0.0
0	0.9999999	39	0	0.262956174	6000.0	5	0	2	0	2.0
0	0.035867323	55	0	0.261746406	4660.0	4	0	1	0	0.0
0	0.053387029	58	0	0.277363184	6431.0	20	0	1	0	0.0
1	0.632255879	56	0	0.68794183	4950.0	20	0	2	0	1.0
0	0.32282304	43	0	0.562783258	3750.0	10	0	1	0	1.0
0	0.998132974	35	0	0.134527509	5470.0	7	0	0	0	4.0
0	0.210924317	57	1	0.340443767	10500.0	7	0	2	0	1.0
0	0.797721515	50	0	0.476196215	8296.0	13	0	0	0	5.0
0	0.347305389	67	0	0.000749963	6666.0	2	0	0	0	0.0
1	0.991085411	61	4	0.462236579	6500.0	14	1	2	0	0.0
0	0.020470767	61	0	0.003563377	13750.0	10	0	0	0	1.0
0	0.40893302	45	0	0.177164567	5000.0	6	0	0	0	0.0
0	0.200448239	57	1	0.289618397	6000.0	15	0	2	0	0.0
0	0.287025654	37	0	0.34385688	3800.0	10	0	1	0	0.0
0	0.073716446	52	0	34.5	1.0	5	0	0	0	2.0
0	0.047185104	84	0	0.979324604	1450.0	7	0	1	0	0.0
0	0.039684388	64	0	0.637727045	6000.0	10	0	3	0	0.0
1	0.496167093	28	0	0.394295302	2383.0	8	0	0	1	1.0
0	0.078785118	48	0	0.339387268	5450.0	16	0	2	0	1.0
0	0.707129901	33	1	0.503812023	8000.0	12	0	2	0	1.0
0	0.178574413	52	0	0.427839604	5660.0	13	0	1	0	3.0
0	0.517804693	34	0	0.154316187	9000.0	9	0	1	0	1.0
0	0.063346715	65	0	0.659670782	2429.0	9	0	0	0	0.0
0	0.090556784	39	0	0.407235706	11000.0	7	0	2	0	3.0
0	0.251807414	34	0	0.662517853	4900.0	5	0	1	0	0.0
0	0.115554921	68	0	0.199276091	4972.0	8	0	2	0	1.0
0	0.000132323	40	0	0.014097181	3333.0	7	0	0	0	0.0
0	0.0	24	1	0.069260135	5500.0	7	0	0	1	1.0
0	0.0	43	1	496.0	0.0	6	0	0	0	0.0
0	0.017234142	74	0	0.004760771	4200.0	9	0	0	0	0.0
0	0.962856674	30	0	0.614671503	2480.0	16	0	0	0	0.0
0	0.0	50	2	0.704372482	6700.0	15	0	2	0	2.0
0	0.81821487	66	0	0.098320813	4525.0	12	0	0	0	0.0
0	0.006790382	47	0	0.17895272	5900.0	11	0	2	0	1.0
0	0.0	29	0	0.0	0.0	1	0	0	0	0.0
0	0.501949935	42	3	0.423676843	7500.0	8	0	2	0	0.0
0	0.0	49	0	0.181212758	5705.0	5	0	1	0	3.0
0	0.497729708	47	3	0.244267808	3270.0	11	0	0	0	1.0
0	0.067870758	69	0	0.005960392	5200.0	3	0	0	0	0.0
0	0.377378092	34	2	0.733040374	3640.0	6	1	1	0	0.0
0	0.023186784	70	0	0.012955854	2083.0	7	0	0	0	0.0
0	0.374889862	52	1	0.522865685	9030.0	16	0	1	0	1.0
0	0.003573697	58	0	0.433713784	6833.0	18	0	2	0	0.0
0	0.899010099	45	0	0.456622058	4333.0	4	0	1	0	0.0
0	0.118811275	57	0	0.117432215	16153.0	8	0	1	0	1.0
1	0.9999999	48	0	0.261904762	2015.0	1	3	1	0	0.0
0	0.711594127	45	1	0.296058269	2333.0	11	0	0	0	0.0
0	0.664658888	49	0	0.473409802	11507.0	16	0	2	0	1.0
0	0.9999999	82	0	0.0	1996.0	0	0	0	0	0.0
0	0.259109179	62	1	0.845055337	2800.0	6	0	1	0	0.0
0	0.127854621	37	0	0.303303598	10200.0	17	0	3	0	0.0
0	0.197705736	54	2	0.736532811	4083.0	11	0	1	0	0.0
0	0.989717224	24	0	0.086517209	3166.0	3	0	0	0	0.0
0	0.06614367	66	0	0.262818446	3100.0	7	0	1	0	0.0
0	0.9999999	36	0	0.0	3200.0	2	0	0	0	2.0
0	0.85990467	52	1	0.155499486	10700.0	3	0	1	0	1.0
0	0.0	70	0	0.009060956	2427.0	4	0	0	0	0.0
0	0.687414811	48	1	0.193331705	8187.0	5	1	1	1	0.0
0	0.015853969	34	0	0.362324493	5127.0	6	0	1	0	2.0
0	0.041031663	45	0	0.18674412	10500.0	20	0	1	0	0.0
0	0.031064596	36	0	0.002363207	5500.0	4	0	0	0	0.0
0	0.445918655	43	0	0.386404834	13239.0	14	0	2	0	0.0
0	0.470271305	53	0	0.75085034	10583.0	14	0	3	0	0.0
0	0.142530624	55	0	0.372209821	7167.0	6	0	2	0	2.0
0	0.725572371	53	0	0.946462436	6854.0	14	0	3	1	0.0
0	0.627489184	58	0	0.872621359	2574.0	10	0	1	0	0.0
0	0.011212527	48	0	7.296506047	10417.0	5	0	0	0	0.0
0	0.813359332	38	0	1.011789925	1865.0	4	0	1	0	0.0
0	0.079156834	39	0	0.872326636	3085.0	6	0	2	0	0.0
0	0.022939541	56	0	0.510289991	2137.0	11	0	1	0	1.0
0	0.672728977	57	0	0.447423465	5258.0	9	0	1	0	1.0
0	0.031214736	58	0	0.297552392	6250.0	10	0	1	0	0.0
0	0.073985203	30	0	0.030351723	5600.0	2	0	0	0	0.0
0	0.087753992	58	0	0.05038609	18000.0	14	0	1	0	2.0
0	0.095520479	43	0	0.344247047	10750.0	7	0	2	0	3.0
0	0.273931616	61	0	0.734053189	5000.0	14	0	1	0	0.0
1	1.010369346	56	0	0.480155067	5416.0	10	0	1	1	2.0
0	0.636988088	32	0	1.094830049	3500.0	10	0	2	0	3.0
0	0.611469595	33	0	0.93135436	4850.0	8	0	2	0	0.0
0	0.029842974	58	0	0.296171048	9166.0	24	0	1	0	2.0
0	0.182798326	65	0	0.102419355	3719.0	10	0	0	0	0.0
0	0.297412955	63	0	0.310135517	7083.0	19	0	1	0	0.0
0	0.688639282	47	0	0.745031797	5031.0	11	0	1	0	2.0
0	0.015744165	53	0	0.500399893	3750.0	9	0	1	0	1.0
0	0.636822369	48	2	0.283316204	11675.0	13	0	2	0	1.0
0	0.001505847	91	0	0.101237345	8000.0	7	0	1	0	1.0
0	0.9999999	77	0	0.185090545	9000.0	2	0	1	0	0.0
0	0.076192381	70	0	0.006468686	3400.0	4	0	0	0	0.0
0	0.0	88	0	0.0	197.0	3	1	0	0	0.0
0	0.243164758	27	0	0.228816868	2560.0	3	0	0	0	0.0
0	0.373725255	27	0	0.710382514	4208.0	4	0	2	0	0.0
0	0.077185088	51	0	0.121572212	6563.0	6	0	1	0	1.0
1	0.9999999	35	3	0.353441093	6000.0	5	2	0	1	1.0
0	0.07080923	81	0	0.405259474	10000.0	14	0	3	0	1.0
0	0.0	39	0	0.745109404	6900.0	6	0	4	0	0.0
0	0.687986567	29	1	0.102435978	1600.0	6	0	0	0	0.0
0	0.02341528	76	0	0.003533098	15000.0	6	0	0	0	1.0
0	0.462685953	42	0	0.613187336	4200.0	8	0	1	0	1.0
0	0.0	65	0	0.0	12600.0	5	0	0	0	1.0
0	0.9999999	50	0	0.0	1250.0	0	0	0	0	0.0
0	0.053744044	42	0	915.5	1.0	4	0	1	0	3.0
0	0.040159147	76	0	0.290697674	429.0	12	0	0	0	0.0
0	0.182718967	42	0	0.114455681	8404.0	4	0	0	0	0.0
1	1.240644412	38	1	0.63727798	4672.0	15	0	2	0	2.0
0	1.051896208	25	0	0.112459836	2800.0	2	0	0	1	1.0
0	0.038847761	57	0	0.265622396	6000.0	13	0	2	0	0.0
0	0.81498829	56	0	0.482559736	3640.0	7	0	1	0	1.0
0	0.591252177	29	1	0.304259043	3427.0	11	0	0	0	2.0
0	0.254717386	55	1	0.32068654	3320.0	15	0	1	0	2.0
0	0.051011044	40	0	0.424135593	7374.0	5	0	2	0	0.0
0	0.303352158	50	0	0.394121731	4320.0	9	0	1	0	2.0
0	0.924410079	43	0	0.567490359	7000.0	7	0	2	0	0.0
0	0.691417143	38	2	0.654469106	5000.0	6	0	1	0	0.0
0	0.0	48	0	0.013128561	8073.0	3	0	0	0	1.0
1	0.9999999	36	0	0.11001142	2626.0	1	1	0	1	0.0
0	0.212468344	66	0	0.111481369	3300.0	7	1	0	0	0.0
1	0.954447599	54	1	1.462021343	3185.0	13	1	2	0	0.0
0	0.385129028	40	0	1.121651786	2687.0	9	0	2	0	1.0
0	0.802470185	47	0	0.498123827	5329.0	10	0	1	0	3.0
0	0.158546981	31	0	0.346163459	4000.0	7	0	0	1	0.0
0	0.02017106	46	0	0.168783122	10000.0	12	0	1	0	3.0
0	0.666190493	34	0	0.607478504	5000.0	9	0	1	0	1.0
0	0.400100263	52	0	0.802943489	8900.0	12	0	3	0	1.0
0	0.496822597	49	0	0.827413838	3800.0	11	0	2	0	2.0
0	0.129275877	27	0	0.004441977	1800.0	2	0	0	0	0.0
0	0.000291537	41	0	0.278622956	14000.0	10	0	2	0	3.0
0	0.582246447	44	2	0.219895288	4583.0	8	0	0	0	0.0
0	0.044265101	59	0	0.066109869	8500.0	6	0	0	0	1.0
0	0.192004208	31	0	0.258161866	3644.0	5	0	0	0	0.0
0	0.162595578	44	0	0.255742997	50800.0	23	0	2	0	2.0
0	0.600279944	43	0	0.302997076	2735.0	3	0	1	0	2.0
0	0.029692431	58	2	0.287187752	6204.0	19	0	1	0	0.0
0	0.20477525	54	0	0.347492201	8333.0	15	0	3	0	0.0
1	0.9999999	37	1	0.243793911	4269.0	3	3	0	0	1.0
1	0.9999999	29	0	0.063066143	5850.0	1	1	0	0	0.0
0	0.189509017	67	0	0.042770388	96000.0	24	0	1	0	0.0
0	0.308115901	61	0	0.445259675	6950.0	18	0	2	0	1.0
0	0.843874803	74	0	1.367369589	900.0	6	0	0	0	0.0
0	0.196938865	55	0	0.419197877	6781.0	22	0	2	0	0.0
0	0.255976716	56	0	0.501846154	16249.0	23	0	5	0	0.0
0	0.197837032	37	0	0.391953546	4821.0	8	0	1	0	3.0
0	0.961820351	53	0	0.349357183	14311.0	12	0	2	0	1.0
0	0.121998844	58	0	0.30349058	6846.0	11	0	2	0	0.0
0	0.9999999	38	0	0.129546905	4700.0	2	1	0	0	1.0
0	0.024284064	68	0	0.300565771	4241.0	16	0	1	0	0.0
0	0.184213119	67	0	0.192970365	1450.0	9	0	0	0	1.0
0	0.219517364	50	0	0.666289337	4416.0	14	0	2	0	2.0
0	0.085427351	50	0	0.291588551	8000.0	8	0	0	0	0.0
0	0.9999999	28	0	0.131105398	2333.0	2	1	0	0	2.0
0	0.005215482	55	0	0.450431034	2783.0	5	0	1	0	0.0
0	0.0	32	0	0.404606794	4297.0	6	0	2	0	1.0
0	0.003804992	53	0	0.236160349	7333.0	10	0	1	0	1.0
0	0.444930934	57	0	0.572856786	4000.0	8	0	1	0	1.0
0	0.01625756	49	0	0.531610521	6500.0	25	0	2	0	2.0
0	0.853431046	70	0	0.281919452	3500.0	7	0	0	0	0.0
0	0.017390961	91	0	0.004642028	5600.0	2	0	0	0	1.0
0	0.208491464	75	0	0.466933295	7000.0	11	0	1	0	1.0
0	0.0	25	0	0.0	4500.0	4	0	0	0	0.0
0	0.353017659	48	0	1.299736021	4166.0	17	0	1	0	1.0
0	0.018385225	76	0	0.239481683	6250.0	12	0	1	0	0.0
0	0.9999999	26	0	0.081583683	5000.0	8	0	0	0	0.0
0	0.010094597	72	1	0.237173993	8166.0	9	0	2	0	0.0
0	0.050867129	60	2	0.265601362	10575.0	18	0	2	0	0.0
0	0.89837377	50	0	0.302631579	7599.0	13	0	1	0	1.0
0	0.099174449	38	0	0.523499049	3680.0	12	0	1	0	2.0
0	0.209328262	68	0	0.744132197	9500.0	18	0	2	0	0.0
0	0.001666556	52	0	0.138718174	9111.0	2	0	1	0	1.0
1	0.793012525	34	0	0.400127632	4700.0	16	1	1	0	1.0
0	0.002839651	73	0	0.001666111	3000.0	6	0	0	0	0.0
0	0.9999999	22	0	0.214881334	1558.0	1	0	0	0	0.0
0	0.23665089	63	0	0.191961608	5000.0	7	0	0	0	1.0
0	0.963394343	25	0	0.218080548	2333.0	4	0	0	0	1.0
1	0.0	24	1	0.0	1600.0	2	0	0	0	0.0
0	0.004299857	61	0	0.331787021	19400.0	12	0	2	0	0.0
0	0.000210504	27	0	0.468303826	1750.0	5	0	1	0	0.0
0	0.014964764	53	0	0.185283924	3750.0	11	0	1	0	0.0
1	0.0	86	1	0.082983403	5000.0	12	1	0	0	0.0
0	0.002285671	80	0	0.001043841	2873.0	4	0	0	0	0.0
0	0.106813038	43	0	0.477087152	6000.0	18	0	1	0	0.0
0	0.022366805	37	0	0.051206037	7420.0	8	0	0	0	1.0
0	0.30050126	53	0	1.271911663	5795.0	15	0	2	0	0.0
0	0.084352594	66	0	0.075745367	2481.0	10	0	0	0	0.0
0	0.672123654	52	1	0.389363155	11713.0	10	0	2	0	1.0
0	0.019225211	39	0	0.304243482	9166.0	16	0	2	0	2.0
0	0.018417266	55	1	0.724725208	8278.0	14	0	4	1	0.0
0	0.002533164	45	0	0.272287952	6000.0	9	0	2	0	1.0
0	0.131093445	60	0	0.081574353	6300.0	10	0	1	0	2.0
0	0.697184507	54	0	0.300055114	12700.0	14	0	1	0	0.0
0	0.955679098	56	1	0.155869059	7300.0	8	0	0	0	0.0
0	0.031606531	56	0	0.015744769	4826.0	18	0	0	0	0.0
0	0.160683869	38	0	0.125392243	7966.0	15	0	1	0	0.0
0	0.569886023	54	0	0.067887324	7099.0	4	0	0	0	0.0
0	0.0	74	0	0.0	0.0	2	0	0	0	2.0
1	0.603126754	31	0	0.64073727	3200.0	11	0	1	0	1.0
0	0.0	36	0	0.28449724	8333.0	15	0	1	0	1.0
0	0.981470241	36	1	0.362934563	19300.0	14	0	4	0	0.0
1	0.861602667	43	4	0.695602756	14076.0	15	1	2	4	1.0
0	0.013550274	67	0	0.31217968	6633.0	13	0	2	0	1.0
0	0.9999999	27	0	0.157209787	1920.0	1	0	0	0	0.0
0	0.289421158	21	0	0.001211754	3300.0	1	0	0	0	0.0
0	0.131690786	66	0	0.118234804	1200.0	5	0	0	0	0.0
0	0.076225343	44	0	0.412880143	2794.0	11	0	0	0	2.0
0	0.056243405	65	0	0.366407904	7084.0	13	0	1	0	0.0
0	0.58510469	50	0	0.861027794	5000.0	12	0	2	0	3.0
1	0.020616011	70	1	0.129865772	2979.0	6	0	0	0	0.0
1	0.0	66	2	0.230628229	6000.0	3	0	1	0	0.0
0	0.366633175	60	2	0.429467813	4302.0	9	0	1	0	1.0
0	0.015220364	63	0	0.112967724	14003.0	6	0	1	0	1.0
0	0.9999999	27	0	0.0	2500.0	1	0	0	0	0.0
0	0.609053498	41	0	1.074300147	4750.0	13	0	2	0	0.0
0	0.988011988	29	1	0.102203296	5400.0	6	0	0	0	1.0
0	0.0	54	0	1.344473008	3500.0	13	0	2	0	0.0
0	0.040038431	47	0	0.212889955	8750.0	5	0	2	0	1.0
0	0.347225181	63	1	0.421328326	10117.0	17	0	4	0	0.0
0	0.013559414	87	1	0.002360128	7202.0	7	0	0	1	0.0
1	0.664174058	62	2	0.478468113	6083.0	19	1	2	0	1.0
0	0.070022572	41	0	0.204599646	13000.0	7	0	2	0	0.0
0	0.0	80	0	0.000185598	5387.0	4	0	0	0	0.0
1	0.9999999	33	1	0.089740358	3966.0	2	1	0	0	2.0
1	0.599537463	40	3	0.212432643	18000.0	17	0	1	0	1.0
0	0.136600444	66	0	0.066312116	6016.0	6	0	0	0	4.0
0	0.021047118	54	0	0.357685642	7500.0	13	0	1	0	0.0
0	0.012865592	37	0	0.36921834	4950.0	17	0	2	0	0.0
0	0.293069444	44	0	1.322233105	4083.0	10	0	2	1	3.0
0	0.003737968	55	0	0.250770092	7141.0	6	0	1	0	2.0
0	0.650234977	41	0	0.582376897	2700.0	9	0	1	0	3.0
0	0.788448888	51	0	0.844691827	3682.0	7	0	1	0	0.0
0	0.011883155	70	0	0.001333156	7500.0	5	0	0	0	0.0
0	0.0	59	0	0.139107612	8000.0	12	0	1	0	0.0
0	0.9999999	22	0	0.0	4833.0	1	0	0	0	0.0
0	0.474923883	64	0	0.833141806	4350.0	23	0	1	0	0.0
1	0.475980001	39	1	0.521492836	3000.0	3	0	2	0	3.0
0	0.601603111	44	1	0.310068993	10000.0	5	0	2	0	4.0
0	0.9999999	42	0	0.019984013	1250.0	4	0	0	0	1.0
0	0.021749506	49	0	0.282585871	6666.0	12	0	2	0	0.0
0	0.00153265	60	0	0.094303663	14166.0	12	0	1	0	0.0
0	0.081363765	35	0	0.098709326	5500.0	8	0	0	0	0.0
0	0.122555289	37	0	0.247989707	3108.0	9	0	0	0	2.0
0	0.570826822	40	0	0.392857143	8623.0	12	0	2	0	2.0
0	0.492754069	44	0	0.412735206	7333.0	4	0	2	0	3.0
0	0.983450827	40	0	2.383700178	1680.0	3	0	1	0	2.0
0	0.777341806	58	0	0.40556324	6506.0	21	0	1	0	0.0
0	0.007761531	88	0	0.002190268	10500.0	12	0	0	0	0.0
0	0.520656644	48	0	0.945330296	3950.0	10	0	1	1	1.0
0	0.203633862	64	0	0.377243223	5237.0	9	0	1	1	0.0
0	0.0	40	0	455.5	1.0	7	0	1	0	1.0
0	0.035565408	83	2	0.073422014	7667.0	8	1	0	1	0.0
0	0.30617755	75	0	0.504787058	3028.0	11	0	1	0	0.0
0	0.101141376	40	0	0.966413435	2500.0	10	0	2	0	1.0
0	0.01837584	45	0	0.417516497	6667.0	20	0	2	0	0.0
0	0.582378478	53	0	3.071161049	800.0	28	0	1	0	1.0
1	0.263146749	40	0	0.578710645	2000.0	10	0	1	0	0.0
0	8.33e-05	86	0	0.187339681	23000.0	4	0	1	0	0.0
0	0.0169983	74	0	0.032820097	9871.0	4	0	0	0	0.0
0	0.042980477	71	0	0.287346472	3500.0	9	0	0	0	0.0
1	0.0	29	0	0.414050027	1878.0	6	0	0	1	0.0
0	0.247875972	45	2	0.519872011	5937.0	7	0	1	0	2.0
0	0.601985828	37	0	0.398337526	9142.0	18	0	4	0	2.0
0	0.016113884	79	0	0.272332102	4600.0	11	0	1	0	0.0
0	1.00439912	27	0	0.467092474	3600.0	4	0	1	0	2.0
0	0.444141123	50	0	0.260761946	9291.0	6	0	1	0	3.0
0	0.877561219	37	1	0.024680476	2268.0	6	0	0	0	0.0
0	1.136972685	60	0	1.051202961	6483.0	16	0	2	0	0.0
0	0.151763927	45	0	0.332784378	8500.0	17	0	1	0	4.0
1	0.348184037	49	1	0.481461507	7416.0	13	1	1	0	1.0
0	0.9999999	31	0	0.319578258	5500.0	5	0	1	0	2.0
0	0.9999999	22	0	0.033305579	1200.0	0	0	0	0	0.0
0	0.95063916	56	0	0.457090485	6000.0	6	0	2	0	2.0
0	0.950611049	42	1	0.388216728	1900.0	5	0	0	0	0.0
0	0.01135253	23	0	0.042102493	15200.0	3	0	0	0	2.0
0	0.645351581	46	1	0.096161783	4845.0	10	4	0	1	2.0
0	0.959889452	61	0	0.95291514	13103.0	17	0	2	0	0.0
0	0.9999999	78	0	0.0	5000.0	0	0	0	0	0.0
0	0.813752294	48	3	0.449795803	7100.0	8	0	1	1	0.0
0	0.452795449	40	1	0.57904818	6786.0	10	0	1	0	4.0
0	0.003938695	75	0	0.199949219	7876.0	11	0	2	0	0.0
0	0.0	40	0	0.25479327	15333.0	9	0	1	0	0.0
0	0.060841474	43	0	0.450237869	10509.0	7	0	2	0	0.0
0	0.078289235	45	0	0.024411135	2334.0	8	0	0	0	0.0
0	0.210864166	49	0	0.38658076	4500.0	5	0	1	0	0.0
0	0.04800239	37	0	0.342597926	6943.0	10	0	1	0	3.0
0	0.9999999	63	0	1.165680473	2365.0	4	1	1	1	0.0
1	0.950703407	44	1	0.238319962	2118.0	7	3	0	0	2.0
0	0.056941779	68	0	0.006306385	11416.0	3	0	0	0	0.0
0	0.929672243	35	0	0.768948737	15000.0	12	0	5	0	0.0
0	0.481814481	44	0	0.325678149	12017.0	12	0	1	0	1.0
0	0.007682793	70	0	0.263531016	7334.0	8	0	1	0	0.0
0	0.978183801	36	0	0.382242029	5833.0	7	0	1	0	0.0
0	0.019940937	70	0	0.188730688	3300.0	6	0	1	0	0.0
1	0.439440927	57	0	0.797506739	5935.0	15	0	2	0	0.0
0	0.045507205	71	0	0.010604454	6600.0	7	0	0	0	0.0
0	0.108277907	53	0	0.364831083	14000.0	14	0	5	0	0.0
0	0.098625156	52	0	0.338760354	3500.0	7	0	1	0	0.0
0	0.020385002	60	0	0.003999429	7000.0	5	0	0	0	0.0
0	0.032261975	85	0	0.004475764	10500.0	10	0	0	0	0.0
0	0.281114592	31	0	0.26792345	3500.0	4	0	0	0	0.0
0	0.610591612	36	2	0.371695179	4500.0	7	5	0	1	0.0
0	0.504152377	42	0	0.559110222	4000.0	15	0	2	0	1.0
1	0.9999999	50	1	0.7808	3749.0	3	3	2	0	0.0
0	0.670658683	25	0	0.002665956	3750.0	1	0	0	0	0.0
0	0.0	77	0	0.269857969	1900.0	9	0	0	0	0.0
0	0.0	49	0	0.290930506	4244.0	8	0	2	0	0.0
0	0.653328521	45	1	0.2882494	6254.0	8	0	0	0	2.0
0	0.540619358	53	0	0.348260839	14000.0	7	0	1	0	3.0
0	0.773516895	60	0	0.692982456	7067.0	13	0	2	0	0.0
0	0.122109115	60	0	0.092685178	13000.0	6	0	1	0	0.0
0	0.592296335	62	1	0.03277285	29200.0	8	0	0	0	1.0
0	0.013099345	58	0	0.262554769	8900.0	9	0	1	0	1.0
0	0.079457795	51	0	0.022517321	3463.0	8	0	0	0	4.0
1	0.800047039	54	1	1.666307084	2780.0	19	1	2	1	0.0
0	0.005969286	74	0	0.09972973	3699.0	11	0	0	0	0.0
0	0.252057534	43	0	0.339424237	5800.0	5	0	1	0	1.0
0	0.48032723	27	0	139.0	0.0	3	0	0	0	0.0
0	0.005663257	69	0	0.247813411	4801.0	13	0	2	0	0.0
0	0.018570692	44	0	1.541042113	1400.0	6	0	2	0	2.0
0	0.280583559	51	1	0.477087152	6000.0	14	0	1	0	0.0
0	0.422661334	43	0	0.229954009	5000.0	4	0	0	0	1.0
0	0.0	31	0	248.5	1.0	6	0	0	0	0.0
0	0.038209737	34	0	0.050894911	10000.0	9	0	0	0	1.0
0	0.963407319	33	0	0.277861069	2000.0	3	0	0	0	2.0
0	0.497635623	72	3	0.347034645	5108.0	14	0	1	1	0.0
0	0.045230783	66	0	0.261726869	17800.0	12	0	3	0	0.0
0	0.01752735	40	0	0.141161774	1600.0	5	0	0	0	1.0
0	0.066188555	47	0	0.159067535	8750.0	8	0	2	0	3.0
0	0.159262784	68	0	0.119200467	6853.0	12	0	0	0	0.0
0	0.178037183	48	0	0.48629573	8500.0	10	0	2	0	0.0
0	0.591211263	46	0	0.526473676	6666.0	10	0	2	0	0.0
0	0.371546356	35	0	0.28035982	2000.0	8	0	0	0	0.0
0	0.29404615	60	0	0.240708224	6833.0	10	0	1	0	1.0
0	0.04130335	49	0	0.189342404	9701.0	7	0	1	0	3.0
0	0.065868263	25	0	0.0	5082.0	2	0	0	0	0.0
1	0.222967343	38	0	0.367947436	7000.0	14	0	1	0	2.0
0	0.0	45	0	563.0	1.0	4	0	1	0	2.0
0	0.048806664	51	1	0.377806989	9128.0	12	0	2	0	0.0
0	0.17581044	41	0	0.2095988	2666.0	7	0	0	0	0.0
1	0.9999999	67	1	0.205887799	5400.0	5	2	1	0	3.0
0	0.153515415	61	1	1.148366363	5600.0	23	0	2	0	0.0
0	0.524534489	51	0	0.311177191	5716.0	16	0	0	0	0.0
0	0.121459291	35	0	0.27450507	8283.0	11	0	2	0	1.0
0	0.027530548	58	0	0.181818182	11010.0	20	0	1	0	4.0
0	0.164983502	52	0	4.331114809	600.0	2	0	1	0	1.0
0	0.791433974	35	0	0.53316913	6089.0	11	0	2	0	1.0
0	0.006487286	61	0	0.64033264	2404.0	10	0	0	0	2.0
